gender,age,education_level,annual_income,credit_score,employment_years,debt_ratio,loan_amount,dependents,prior_default,property_owner,savings_ratio,loan_approved,fair_label
0,42,1,20000,787,19,0.24,100000,1,0,1,0.22,0,1
0,41,4,53513,748,18,0.18,50000,1,0,1,0.257,1,1
1,44,3,40158,620,20,0.2,150000,2,0,1,0.15,1,1
0,42,2,26078,757,20,0.23,100000,1,0,1,0.301,0,1
0,45,2,25144,628,22,0.18,50000,2,0,1,0.198,0,1
0,25,1,20000,636,3,0.2,50000,1,0,0,0.19,0,0
1,33,2,27717,695,9,0.26,100000,1,0,1,0.192,1,1
0,43,2,26930,678,21,0.27,200000,1,0,0,0.097,0,1
1,41,2,27008,729,17,0.15,100000,3,0,1,0.18,1,1
1,39,4,50826,727,16,0.28,250000,2,0,0,0.244,1,1
1,22,1,20000,663,0,0.22,100000,4,0,0,0.076,0,0
0,51,2,26971,773,27,0.3,100000,3,0,1,0.282,0,1
0,54,3,38169,663,31,0.3,100000,1,0,1,0.179,0,1
1,45,2,24983,624,23,0.21,100000,0,0,1,0.22,0,0
1,35,1,20000,695,13,0.29,50000,2,0,0,0.021,0,0
1,57,2,24480,678,33,0.19,100000,2,0,1,0.218,1,1
1,26,2,27977,693,4,0.34,250000,1,0,0,0.117,0,0
1,32,4,53334,740,9,0.19,200000,0,0,1,0.172,1,1
1,45,4,52340,689,22,0.27,250000,2,0,1,0.075,1,1
0,52,4,52015,802,29,0.24,50000,0,0,1,0.129,1,1
1,34,3,38452,704,12,0.18,150000,4,0,1,0.187,1,1
1,37,2,26133,655,14,0.31,100000,2,0,1,0.178,0,0
1,45,4,51039,732,23,0.21,200000,0,0,1,0.271,1,1
0,34,4,52775,695,10,0.13,300000,0,1,0,0.051,0,1
0,45,2,24627,686,22,0.05,200000,2,0,1,0.196,0,1
0,47,2,24117,619,23,0.19,50000,2,0,0,0.192,0,0
1,23,2,26317,625,1,0.35,100000,2,1,1,0.163,0,0
0,37,1,20000,728,15,0.34,50000,2,0,1,0.127,0,1
1,59,1,20000,602,35,0.2,50000,2,0,0,0.288,0,0
0,22,4,52902,693,0,0.22,50000,1,0,1,0.364,0,1
0,32,4,50161,717,9,0.22,100000,4,0,0,0.063,0,1
0,56,1,20000,747,33,0.16,100000,1,0,1,0.126,0,1
0,64,2,27175,653,40,0.18,150000,0,0,0,0.12,0,1
0,50,3,38676,731,28,0.32,150000,1,0,0,0.177,0,1
1,58,3,37166,683,34,0.29,200000,0,0,0,0.3,1,1
0,38,2,24299,560,16,0.27,100000,1,0,0,0.242,0,0
1,60,3,39075,692,37,0.16,100000,2,1,0,0.188,1,1
1,63,4,53495,696,40,0.26,200000,0,0,0,0.201,1,1
1,49,4,53855,723,27,0.09,150000,3,0,1,0.174,1,1
1,50,2,24561,644,27,0.31,100000,2,1,1,0.259,0,0
1,64,1,20000,640,40,0.27,250000,0,0,1,0.269,1,1
1,24,4,52203,766,2,0.16,100000,1,0,1,0.247,1,1
1,31,1,20000,651,8,0.36,150000,1,0,1,0.024,0,0
0,63,3,40419,584,40,0.12,150000,0,0,0,0.201,0,1
1,35,1,20000,696,12,0.29,100000,0,0,1,0.185,0,0
1,33,2,26699,727,10,0.29,150000,0,0,1,0.279,1,1
0,63,2,25551,726,41,0.16,150000,1,1,0,0.219,0,1
1,51,1,20000,636,29,0.25,100000,0,0,1,0.245,0,0
0,53,4,50560,700,30,0.14,250000,0,0,1,0.16,1,1
0,53,1,20000,699,29,0.05,100000,3,0,0,0.275,0,1
0,63,4,53133,753,39,0.18,200000,0,0,0,0.299,1,1
0,53,4,53411,727,29,0.21,150000,1,0,1,0.07,1,1
1,47,2,25689,722,23,0.3,150000,0,0,1,0.096,1,1
0,22,3,37311,649,0,0.25,100000,0,0,0,0.261,0,0
1,63,2,26423,554,41,0.26,200000,2,0,1,0.186,0,0
1,23,3,38369,747,0,0.18,200000,0,0,1,0.282,1,1
0,38,2,26197,627,16,0.21,50000,0,0,0,0.219,0,0
1,51,2,25911,670,27,0.18,50000,2,0,1,0.255,1,1
0,60,2,26632,724,37,0.16,250000,0,0,1,0.14,0,1
0,28,3,37580,691,5,0.21,250000,1,0,0,0.227,0,1
0,48,4,50976,738,24,0.26,150000,0,1,1,0.227,0,1
0,30,1,20000,805,8,0.21,150000,1,0,0,0.145,0,1
1,43,2,26401,710,19,0.23,200000,0,0,0,0.28,1,1
1,55,2,24513,639,33,0.3,100000,4,0,0,0.048,0,0
0,22,3,39356,610,0,0.21,200000,1,0,1,0.217,0,0
1,30,1,20000,707,8,0.16,150000,2,0,1,0.096,0,0
0,41,3,38542,694,17,0.29,200000,2,1,1,0.118,0,1
0,40,1,20000,594,17,0.27,50000,2,0,1,0.279,0,0
0,57,2,27043,744,34,0.27,150000,2,0,0,0.112,0,1
1,61,3,37972,729,39,0.29,150000,2,0,1,0.109,1,1
1,25,3,37915,689,2,0.28,250000,1,0,0,0.246,1,1
1,30,3,39525,810,7,0.25,200000,1,0,1,0.111,1,1
1,62,2,25437,736,40,0.42,250000,3,0,1,0.281,1,1
0,43,4,50586,645,20,0.16,250000,3,0,0,0.252,0,1
1,39,2,24350,744,15,0.21,150000,0,0,1,0.138,1,1
1,33,4,51529,714,11,0.32,100000,1,1,1,0.278,1,1
1,63,2,26242,784,41,0.26,200000,2,0,0,0.045,1,1
0,64,2,27258,731,42,0.3,250000,0,0,1,0.238,0,1
0,60,2,25473,706,38,0.26,50000,4,0,1,0.1,0,1
1,30,2,24495,703,6,0.35,150000,1,0,1,0.158,1,1
1,27,1,20000,604,5,0.18,50000,2,0,0,0.163,0,0
1,40,3,39743,661,16,0.34,50000,0,0,0,0.303,1,1
1,28,3,38870,701,6,0.33,200000,0,1,1,0.16,1,1
0,37,4,50272,624,15,0.17,200000,0,0,1,0.194,0,1
0,26,1,20000,695,3,0.29,150000,0,0,1,0.165,0,0
1,37,2,26099,639,14,0.25,250000,1,0,0,0.121,0,0
1,22,3,37262,668,0,0.21,50000,3,0,0,0.118,1,1
0,58,2,27439,719,35,0.12,50000,1,0,1,0.225,0,1
1,60,2,26180,649,38,0.18,250000,0,0,0,0.198,1,1
0,40,3,40041,715,16,0.3,150000,0,0,1,0.261,0,1
1,58,2,27296,687,35,0.31,100000,2,0,0,0.181,1,1
1,38,1,20000,611,16,0.24,200000,1,0,0,0.183,0,0
1,47,4,51596,748,24,0.31,250000,4,1,0,0.261,1,1
1,43,1,20000,721,20,0.32,200000,2,1,1,0.17,0,0
0,29,4,52063,754,6,0.26,200000,3,0,1,0.085,0,1
1,54,1,20000,774,31,0.2,100000,0,0,1,0.268,1,1
1,23,3,37194,667,1,0.28,100000,2,0,0,0.146,1,1
1,51,1,20000,562,28,0.28,250000,0,0,0,0.205,0,0
1,41,3,38466,653,17,0.3,150000,2,0,1,0.15,1,1
1,39,1,20000,722,15,0.31,100000,1,0,1,0.122,1,1
1,64,3,38071,685,41,0.15,150000,2,0,0,0.048,1,1
0,31,2,25770,602,7,0.21,200000,0,0,0,0.227,0,0
1,45,1,20000,577,22,0.12,100000,1,1,0,0.02,0,0
1,25,3,38522,768,3,0.3,200000,0,0,1,0.304,1,1
0,58,2,24831,713,36,0.24,50000,0,0,1,0.283,0,1
1,25,1,20000,642,1,0.28,100000,2,0,1,0.127,0,0
0,34,1,20000,773,10,0.15,200000,4,0,0,0.327,0,1
1,46,2,24040,825,23,0.35,100000,2,0,1,0.365,1,1
0,34,1,20000,726,11,0.17,100000,1,1,0,0.178,0,0
0,39,1,20000,711,16,0.3,250000,0,0,0,0.233,0,0
0,45,2,24370,709,23,0.26,200000,0,1,1,0.211,0,1
0,23,3,38205,737,0,0.24,150000,0,0,1,0.321,0,1
1,54,2,26564,787,32,0.23,100000,4,0,0,0.089,1,1
0,40,1,20000,616,16,0.21,150000,1,0,1,0.182,0,0
1,30,4,53940,681,8,0.34,150000,3,1,1,0.274,1,1
1,49,4,50589,697,25,0.25,100000,2,1,0,0.265,1,1
1,56,2,24230,711,34,0.16,150000,2,0,1,0.197,1,1
1,60,1,20000,756,38,0.22,150000,4,0,1,0.311,1,1
1,31,4,51371,722,8,0.26,150000,0,0,1,0.219,1,1
0,22,2,24478,714,0,0.31,50000,1,0,1,0.209,0,1
1,63,2,25232,717,41,0.21,50000,3,0,1,0.256,1,1
0,42,2,26722,681,20,0.21,300000,2,0,0,0.195,0,1
0,30,3,40751,667,6,0.25,300000,0,1,1,0.204,0,0
1,36,1,20000,674,14,0.31,150000,0,0,1,0.137,0,0
1,56,3,38772,654,32,0.15,200000,2,0,1,0.435,1,1
1,26,3,40759,654,2,0.29,200000,0,0,0,0.162,0,0
1,62,2,26100,700,38,0.22,50000,3,0,1,0.258,1,1
1,43,3,38884,663,21,0.23,100000,0,1,1,0.353,1,1
1,62,1,20000,771,40,0.39,100000,2,0,1,0.093,1,1
1,44,2,27729,688,21,0.24,150000,2,1,0,0.249,0,0
0,28,2,25762,754,4,0.3,150000,2,1,1,0.202,0,0
0,44,2,24747,611,22,0.3,250000,1,1,0,0.344,0,0
1,65,2,24463,613,43,0.17,200000,3,0,1,0.127,1,1
0,46,2,24753,673,22,0.12,250000,2,0,0,0.14,0,1
1,48,1,20000,721,24,0.31,250000,2,0,1,0.196,1,1
1,62,2,24582,653,38,0.17,200000,0,0,1,0.161,1,1
0,27,2,26205,674,4,0.13,100000,0,0,1,0.163,0,1
1,55,3,37018,744,32,0.32,100000,0,0,1,0.362,1,1
1,30,1,20000,648,7,0.18,150000,0,0,0,0.21,0,0
0,54,3,38750,648,30,0.2,200000,2,0,1,0.137,0,1
0,27,2,24720,718,5,0.39,150000,1,0,1,0.169,0,1
0,58,1,20000,598,34,0.13,250000,2,0,1,0.232,0,0
0,52,2,27353,659,30,0.16,300000,0,0,0,0.227,0,1
0,55,2,26808,686,32,0.22,150000,1,0,1,0.154,0,1
1,62,2,25563,709,39,0.23,150000,3,0,1,0.07,1,1
1,50,2,27066,725,27,0.19,250000,4,0,0,0.196,1,1
1,35,4,53488,753,13,0.17,50000,4,0,1,0.194,1,1
1,57,4,52855,683,35,0.36,100000,3,0,0,0.148,1,1
1,57,2,26770,732,33,0.27,250000,2,0,0,0.302,1,1
1,36,3,39332,717,12,0.29,200000,3,0,1,0.246,1,1
0,29,1,20000,709,5,0.24,150000,2,1,0,0.211,0,0
0,47,2,25555,645,24,0.27,250000,4,0,1,0.171,0,1
0,57,3,39558,726,33,0.32,150000,0,0,1,0.339,0,1
1,42,2,27913,671,19,0.18,200000,4,1,1,0.108,0,0
0,49,1,20000,672,27,0.27,200000,2,0,0,0.16,0,0
1,25,1,20000,679,2,0.3,100000,0,0,0,0.164,0,0
0,37,2,26167,796,14,0.36,100000,0,0,1,0.224,0,1
1,43,2,26144,629,20,0.39,250000,3,0,1,0.253,0,0
0,33,2,26167,745,11,0.25,100000,1,0,1,0.093,0,1
1,37,2,25560,758,15,0.33,100000,4,0,0,0.145,1,1
0,61,2,25176,725,37,0.06,150000,0,0,1,0.236,0,1
0,59,3,38268,660,35,0.36,50000,1,0,0,0.147,0,1
1,63,1,20000,763,39,0.2,250000,1,0,1,0.168,1,1
1,58,3,40587,671,36,0.23,50000,1,0,0,0.214,1,1
0,50,3,39440,727,28,0.28,150000,2,0,1,0.122,0,1
1,39,3,38166,696,17,0.24,100000,2,0,0,0.222,1,1
0,31,3,40575,669,9,0.26,200000,0,0,1,0.249,0,1
0,63,2,26841,710,41,0.36,150000,0,0,0,0.203,0,1
1,60,2,25870,783,37,0.22,150000,0,0,1,0.314,1,1
1,39,2,27929,694,15,0.17,300000,3,0,1,0.258,1,1
1,22,4,52267,808,0,0.38,50000,1,0,0,0.197,1,1
0,60,2,26886,669,36,0.29,150000,1,0,0,0.174,0,1
1,42,1,20000,674,19,0.38,300000,1,1,0,0.34,0,0
1,22,1,20000,602,0,0.31,200000,3,0,0,0.147,0,0
1,36,4,52658,669,12,0.16,200000,0,0,0,0.178,1,1
0,25,1,20000,657,2,0.3,50000,0,0,1,0.167,0,0
0,41,1,20000,651,17,0.18,50000,2,0,1,0.232,0,0
0,31,2,25055,627,9,0.25,50000,4,0,1,0.38,0,0
1,44,4,52824,658,22,0.24,300000,2,1,0,0.22,1,1
0,62,2,24333,664,38,0.14,300000,0,0,0,0.174,0,1
0,55,2,27596,745,31,0.19,100000,1,1,1,0.215,0,1
0,54,3,40511,607,32,0.4,100000,4,0,1,0.095,0,1
0,55,1,20000,555,33,0.27,100000,1,0,0,0.185,0,0
1,60,4,52987,603,38,0.24,100000,1,1,0,0.336,1,1
1,31,2,26016,633,8,0.38,150000,1,0,0,0.253,0,0
0,41,2,24351,715,17,0.22,200000,4,0,0,0.298,0,1
1,22,3,38362,670,0,0.24,250000,2,0,1,0.281,1,1
0,34,4,50925,679,10,0.32,200000,2,1,0,0.143,0,1
0,22,2,25423,658,0,0.22,200000,0,0,1,0.353,0,0
1,26,1,20000,566,3,0.2,200000,2,0,1,0.058,0,0
0,37,3,40273,737,15,0.09,200000,1,0,1,0.227,0,1
1,36,2,26577,752,12,0.18,150000,0,0,0,0.035,1,1
1,49,4,53980,681,26,0.18,100000,3,0,0,0.063,1,1
0,52,4,53164,704,28,0.26,100000,1,0,1,0.275,1,1
0,44,1,20000,676,20,0.21,200000,0,0,0,0.145,0,0
1,64,4,52405,641,42,0.4,300000,4,0,1,0.3,1,1
1,38,2,25419,655,15,0.18,150000,0,0,0,0.026,0,0
0,55,3,39875,788,32,0.35,250000,2,1,1,0.193,0,1
0,34,1,20000,669,11,0.27,50000,2,0,1,0.103,0,0
0,35,4,52524,712,11,0.31,200000,4,0,1,0.174,0,1
1,32,3,40797,651,9,0.3,250000,3,0,1,0.324,1,1
1,49,3,39659,666,26,0.09,200000,2,0,1,0.343,1,1
1,63,4,50000,735,39,0.25,300000,1,0,1,0.241,1,1
0,53,2,25578,633,30,0.23,150000,1,0,0,0.072,0,0
1,56,2,24310,769,33,0.17,100000,4,0,0,0.103,1,1
1,52,3,39215,601,28,0.28,100000,0,1,0,0.213,0,0
0,38,3,39239,655,15,0.37,150000,2,0,1,0.136,0,1
1,30,4,53105,618,8,0.06,250000,0,1,0,0.253,1,1
0,31,4,53105,772,7,0.21,50000,0,1,0,0.334,0,1
0,29,2,27759,678,6,0.16,150000,0,0,0,0.121,0,0
0,42,2,27488,664,20,0.26,200000,0,0,1,0.128,0,1
1,34,2,24707,701,10,0.23,50000,4,0,1,0.106,1,1
1,26,3,38181,766,3,0.21,50000,3,0,1,0.18,1,1
0,27,2,25780,691,3,0.3,150000,1,1,0,0.204,0,0
0,51,3,38523,752,29,0.36,100000,2,0,1,0.202,0,1
0,52,1,20000,653,28,0.44,100000,2,0,1,0.272,0,0
1,38,1,20000,617,15,0.2,100000,3,0,1,0.231,0,0
0,32,2,24857,692,10,0.12,100000,3,0,0,0.195,0,1
0,41,1,20000,631,17,0.29,150000,0,0,0,0.203,0,0
0,30,3,40654,727,7,0.36,200000,1,0,1,0.207,0,1
0,23,1,20000,647,0,0.31,200000,2,0,1,0.195,0,0
0,58,1,20000,665,36,0.36,150000,4,1,0,0.146,0,0
0,22,1,20000,546,0,0.23,300000,2,0,1,0.104,0,0
1,25,3,37918,683,1,0.21,250000,3,0,0,0.211,1,1
1,57,3,40489,676,34,0.26,300000,3,0,0,0.16,1,1
1,46,1,20000,733,24,0.23,150000,2,0,1,0.242,1,1
1,24,3,40214,737,1,0.3,250000,3,0,0,0.206,1,1
1,30,2,24608,681,6,0.32,200000,1,1,0,0.201,0,0
1,43,2,24308,590,21,0.32,100000,1,0,0,0.279,0,0
1,44,3,39448,665,20,0.29,50000,2,0,1,0.088,1,1
1,33,1,20000,734,9,0.27,200000,0,0,0,0.342,0,0
0,31,3,37211,679,9,0.31,100000,1,0,0,0.025,0,1
0,55,1,20000,611,31,0.11,100000,2,0,1,0.316,0,0
1,64,4,50184,763,41,0.26,150000,1,0,0,0.216,1,1
0,31,1,20000,580,9,0.25,200000,4,0,0,0.158,0,0
1,51,2,25387,673,28,0.26,250000,4,1,1,0.082,0,0
1,43,4,51239,730,19,0.24,150000,1,0,0,0.152,1,1
1,27,1,20000,676,5,0.28,200000,1,0,0,0.187,0,0
1,23,2,24238,611,0,0.21,100000,2,0,1,0.216,0,0
0,51,2,25828,628,28,0.33,200000,1,0,1,0.316,0,1
0,23,2,25414,641,0,0.28,150000,0,0,0,0.206,0,0
1,53,2,24519,723,30,0.26,250000,2,0,1,0.226,1,1
1,63,1,20000,679,40,0.2,150000,2,0,1,0.228,1,1
1,37,3,40907,668,13,0.31,150000,0,1,1,0.174,1,1
1,33,2,24276,702,9,0.26,150000,3,0,1,0.185,1,1
1,22,3,38005,648,0,0.2,200000,2,0,0,0.191,0,0
1,29,2,26249,720,5,0.25,300000,0,0,0,0.25,1,1
0,34,2,24213,704,10,0.29,100000,2,0,1,0.127,0,1
0,36,2,24605,667,12,0.29,150000,0,0,1,0.159,0,0
1,65,2,24477,671,41,0.28,200000,0,0,1,0.229,1,1
0,29,2,24507,661,6,0.26,250000,3,0,0,0.114,0,0
1,31,2,25098,734,7,0.32,150000,4,1,0,0.209,0,0
1,26,2,26716,691,3,0.34,50000,0,0,1,0.156,0,0
1,40,1,20000,658,18,0.3,150000,4,0,1,0.24,0,0
0,59,2,25977,626,35,0.21,150000,0,0,0,0.31,0,1
0,32,1,20000,702,9,0.18,150000,0,0,1,0.156,0,0
0,64,3,40661,719,42,0.21,100000,0,0,1,0.261,1,1
1,41,2,26369,651,19,0.39,50000,0,1,0,0.216,0,0
0,41,2,25717,656,18,0.27,200000,1,0,0,0.169,0,0
1,42,2,24460,673,19,0.4,300000,4,1,0,0.201,0,0
0,39,2,26754,616,16,0.24,250000,0,0,1,0.304,0,0
1,31,2,24669,684,7,0.23,200000,1,0,0,0.186,0,0
1,55,4,53217,609,33,0.24,250000,2,0,1,0.305,1,1
0,47,3,39101,619,23,0.24,100000,1,0,1,0.19,0,1
0,51,3,40427,661,27,0.2,200000,2,0,0,0.087,0,1
1,30,3,39324,655,6,0.17,50000,1,1,0,0.188,0,0
0,52,2,25844,704,30,0.29,200000,0,1,1,0.081,0,1
1,63,1,20000,685,41,0.32,300000,2,0,1,0.175,1,1
0,25,3,37399,765,3,0.42,250000,0,0,0,0.172,0,1
0,27,1,20000,675,4,0.22,150000,0,0,0,0.345,0,0
0,35,2,26563,691,11,0.23,200000,1,1,1,0.329,0,0
0,25,3,38522,626,2,0.2,300000,1,0,1,0.207,0,1
1,47,3,38334,626,24,0.33,100000,2,0,0,0.297,1,1
1,60,2,25294,683,36,0.31,200000,1,0,1,0.168,1,1
0,38,2,26623,684,16,0.19,100000,2,0,1,0.086,0,1
1,40,3,38472,705,16,0.19,250000,2,0,0,0.242,1,1
1,27,3,39159,759,4,0.32,50000,1,0,1,0.229,1,1
1,50,3,37238,628,28,0.28,100000,4,1,1,0.125,1,1
1,32,4,53215,792,10,0.3,200000,4,0,0,0.129,1,1
0,37,1,20000,588,14,0.19,100000,2,0,1,0.275,0,0
1,51,2,25043,700,29,0.12,100000,0,0,1,0.065,1,1
0,46,2,27647,611,24,0.19,150000,1,0,1,0.245,0,0
1,61,1,20000,709,37,0.3,250000,0,1,0,0.175,0,0
1,32,4,51616,618,8,0.4,100000,1,0,1,0.245,1,1
1,28,4,52244,549,5,0.22,250000,0,0,0,0.279,0,0
1,47,1,20000,678,24,0.41,200000,2,0,0,0.13,0,0
1,43,1,20000,663,20,0.31,150000,0,0,0,0.109,0,0
0,46,2,25721,740,24,0.15,200000,4,0,1,0.317,0,1
1,40,3,40750,694,17,0.26,50000,0,0,0,0.195,1,1
0,52,2,25740,639,28,0.31,150000,2,0,1,0.226,0,1
1,47,1,20000,640,25,0.08,100000,3,0,0,0.273,0,0
1,63,1,20000,846,40,0.3,100000,0,1,1,0.123,1,1
0,62,2,26653,631,40,0.33,150000,4,0,0,0.272,0,1
1,57,4,51272,728,35,0.28,150000,1,0,0,0.251,1,1
1,44,2,27139,702,22,0.25,200000,4,0,1,0.318,1,1
1,34,2,26902,710,11,0.24,150000,4,1,0,0.316,0,0
1,46,1,20000,695,24,0.23,250000,0,1,1,0.205,0,0
0,23,2,26878,665,1,0.17,100000,3,0,1,0.26,0,0
1,23,3,38535,593,1,0.2,50000,0,0,1,0.204,0,0
0,37,2,26644,688,13,0.22,150000,0,0,1,0.212,0,1
0,30,2,27461,679,7,0.26,50000,0,1,1,0.11,0,0
1,49,3,37535,696,25,0.21,200000,0,0,1,0.182,1,1
0,34,1,20000,701,12,0.19,150000,2,1,0,0.056,0,0
1,56,3,37948,667,34,0.3,150000,1,0,0,0.189,1,1
0,62,2,24862,645,38,0.28,150000,2,0,0,0.306,0,1
1,34,2,26642,729,12,0.21,150000,1,0,0,0.262,1,1
0,52,3,40941,671,28,0.29,150000,4,1,0,0.209,0,1
1,42,3,38021,662,20,0.22,50000,0,0,0,0.184,1,1
1,53,2,26507,648,31,0.25,50000,0,0,0,0.157,1,1
0,55,1,20000,702,33,0.32,150000,2,1,0,0.127,0,0
0,29,2,24433,668,7,0.21,100000,3,0,1,0.265,0,0
1,62,2,25403,801,39,0.17,200000,2,0,0,0.077,1,1
1,23,2,27723,683,0,0.24,100000,1,0,1,0.075,0,0
0,59,3,40511,623,36,0.15,50000,0,0,1,0.272,0,1
0,53,1,20000,645,29,0.23,100000,0,0,0,0.217,0,0
0,61,2,24782,716,37,0.23,150000,1,0,0,0.204,0,1
0,49,2,27410,646,25,0.08,50000,1,0,1,0.217,0,1
0,58,2,24987,679,34,0.29,100000,1,0,1,0.361,0,1
0,62,3,40495,743,39,0.24,100000,2,0,0,0.204,0,1
1,22,2,24168,742,0,0.33,100000,2,1,0,0.223,0,0
1,62,2,24708,651,38,0.27,200000,2,0,0,0.365,1,1
0,31,4,50964,685,7,0.3,250000,0,0,1,0.195,0,1
0,25,2,27333,685,3,0.33,100000,2,1,1,0.338,0,0
1,56,2,26774,753,32,0.24,100000,0,0,1,0.031,1,1
1,31,2,25602,619,9,0.25,200000,0,1,1,0.107,0,0
0,32,4,50228,719,8,0.14,200000,2,0,1,0.147,0,1
1,35,4,51184,703,11,0.34,300000,2,0,0,0.247,1,1
1,59,2,24426,630,37,0.24,50000,2,0,1,0.342,1,1
1,33,1,20000,738,9,0.18,150000,0,1,0,0.153,0,0
1,38,4,52196,754,16,0.3,200000,3,0,0,0.278,1,1
1,37,2,26899,764,13,0.1,250000,0,0,0,0.379,1,1
1,56,2,26752,744,32,0.22,50000,3,0,1,0.325,1,1
1,23,3,40814,690,1,0.31,200000,1,1,1,0.168,0,0
0,32,2,24110,714,9,0.22,100000,0,0,1,0.269,0,1
1,62,1,20000,688,40,0.2,50000,0,0,0,0.227,1,1
0,24,3,38244,640,1,0.22,150000,0,0,0,0.147,0,0
0,50,2,25927,608,28,0.11,100000,1,0,0,0.234,0,0
1,39,2,24063,700,16,0.3,200000,4,0,0,0.162,1,1
0,41,2,26685,685,17,0.24,200000,1,0,0,0.21,0,1
1,35,2,27801,661,12,0.23,250000,2,0,0,0.09,0,0
0,55,2,27867,674,31,0.23,150000,3,0,1,0.059,0,1
1,52,2,25377,777,30,0.25,50000,2,0,1,0.177,1,1
0,61,3,40545,570,38,0.3,100000,1,1,0,0.225,0,0
0,63,4,50908,735,39,0.25,150000,4,0,1,0.11,1,1
1,39,2,25771,726,17,0.15,200000,0,0,0,0.242,1,1
1,51,3,38508,743,28,0.29,150000,1,0,0,0.203,1,1
0,46,3,37012,614,22,0.28,150000,2,0,1,0.252,0,1
0,40,3,39981,673,17,0.26,150000,0,0,1,0.276,0,1
1,29,2,25176,661,6,0.33,100000,2,0,0,0.307,0,0
0,49,3,37238,706,25,0.25,200000,0,0,1,0.248,0,1
1,29,2,27261,617,5,0.33,150000,0,0,1,0.176,0,0
0,52,1,20000,690,30,0.35,200000,0,1,1,0.215,0,0
1,24,2,25109,631,0,0.29,200000,4,0,1,0.386,0,0
0,24,3,40092,673,0,0.2,50000,3,0,0,0.279,0,1
1,65,1,20000,743,42,0.24,150000,0,0,1,0.206,1,1
1,43,1,20000,716,19,0.34,200000,0,0,1,0.188,1,1
1,38,3,38181,696,15,0.15,50000,1,0,1,0.152,1,1
1,57,4,53018,623,34,0.22,200000,2,0,0,0.105,1,1
1,38,3,40011,708,14,0.23,100000,3,0,0,0.337,1,1
1,35,2,25504,701,11,0.19,150000,4,0,1,0.238,1,1
0,30,1,20000,554,6,0.31,300000,2,0,0,0.098,0,0
1,51,3,37075,709,27,0.28,150000,2,0,1,0.19,1,1
1,42,1,20000,610,20,0.2,150000,0,0,0,0.302,0,0
1,33,3,38439,608,10,0.29,50000,0,0,0,0.164,0,0
1,58,2,27274,618,36,0.24,100000,2,0,0,0.135,0,0
1,53,4,51252,581,31,0.19,150000,1,0,1,0.229,1,1
1,32,2,26199,657,9,0.2,150000,3,1,0,0.253,0,0
1,41,2,27846,624,19,0.28,150000,1,0,0,0.164,0,0
1,56,3,37071,752,32,0.32,250000,0,0,0,0.152,1,1
1,32,2,24224,660,8,0.22,100000,1,0,0,0.237,0,0
0,29,2,26520,640,5,0.29,150000,4,0,1,0.11,0,0
1,25,3,40968,602,1,0.36,150000,2,0,0,0.157,0,0
1,48,2,27714,656,25,0.16,150000,0,0,0,0.19,1,1
0,65,2,26407,754,41,0.27,150000,3,0,0,0.259,0,1
1,61,2,26587,765,38,0.31,100000,1,0,1,0.166,1,1
0,59,1,20000,649,36,0.24,250000,1,0,0,0.245,0,0
1,51,1,20000,666,28,0.34,150000,1,0,1,0.293,0,0
0,65,3,40117,728,42,0.4,150000,2,0,0,0.159,0,1
0,48,3,39048,633,26,0.27,200000,1,0,0,0.458,0,1
1,42,2,24677,700,20,0.23,50000,2,0,1,0.314,1,1
0,41,2,27316,810,17,0.32,200000,2,0,1,0.222,0,1
1,25,4,53290,742,2,0.31,150000,0,0,0,0.185,1,1
1,32,4,53685,740,8,0.07,200000,0,0,1,0.156,1,1
0,34,2,24290,753,10,0.25,200000,3,0,1,0.333,0,1
0,30,3,38481,739,6,0.22,250000,2,0,1,0.217,0,1
1,25,3,39251,676,1,0.28,150000,1,0,1,0.085,1,1
1,33,2,25225,615,10,0.24,200000,0,0,1,0.063,0,0
1,30,1,20000,662,7,0.24,100000,0,0,1,0.209,0,0
1,34,1,20000,616,12,0.19,200000,1,0,1,0.211,0,0
0,47,3,38815,674,24,0.3,50000,0,0,1,0.127,0,1
1,59,3,37510,642,36,0.37,50000,1,0,1,0.079,1,1
1,63,3,37923,668,39,0.19,50000,3,0,1,0.043,1,1
1,34,1,20000,588,11,0.15,100000,0,0,0,0.139,0,0
1,60,3,40052,651,36,0.25,50000,3,0,1,0.171,1,1
1,49,3,37015,712,26,0.25,200000,2,1,1,0.255,1,1
0,40,3,40596,726,18,0.33,100000,0,0,0,0.19,0,1
0,45,1,20000,694,21,0.16,200000,2,0,1,0.285,0,1
0,40,3,37355,669,17,0.21,50000,0,0,1,0.248,0,1
1,34,1,20000,676,11,0.1,100000,2,0,0,0.241,0,0
0,34,3,39646,796,10,0.35,150000,0,1,1,0.278,0,1
0,49,3,38101,650,27,0.27,150000,1,0,0,0.089,0,1
0,23,1,20000,758,1,0.22,100000,2,0,1,0.157,0,1
1,31,3,38090,610,8,0.16,300000,0,0,1,0.392,1,1
1,43,1,20000,576,20,0.16,100000,0,0,1,0.048,0,0
1,34,3,38746,681,11,0.28,200000,1,0,1,0.176,1,1
1,30,2,24213,677,6,0.17,100000,1,0,1,0.238,1,1
1,54,3,38720,627,30,0.26,250000,3,0,1,0.05,1,1
1,35,4,50448,681,11,0.39,150000,0,1,0,0.14,1,1
1,41,2,27012,702,18,0.23,250000,1,0,1,0.36,1,1
